ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
402,2019-09-04,,"September 4, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13202790/file/document"" title=""September 4, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13203357/"" title=""Council Meeting Recording for September 04, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:09/04/2019 to 09/10/2019+And+recSchedule:2001-07"" title=""from September 04, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13546619/file/document"" title=""Minutes from September 4, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:09/04/2019 to 09/10/2019"" title=""from September 04, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:09/04/2019 to 09/10/2019"" title=""from September 04, 2019 Council Meeting"">other</a>"
403,2019-09-11,,"September 11, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/record/13232596/file/document"" title=""September 11, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13232564/"" title=""Council Meeting Recording for September 11, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:09/11/2019 to 09/17/2019+And+recSchedule:2001-07"" title=""from September 11, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613084/file/document"" title=""Minutes from September 11, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:09/11/2019 to 09/17/2019"" title=""from September 11, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:09/11/2019 to 09/17/2019"" title=""from September 11, 2019 Council Meeting"">other</a>"
404,2019-09-18,,"September 18, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/record/13238864/file/document"" title=""September 18, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13241485/"" title=""Council Meeting Recording for September 18, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:09/18/2019 to 09/24/2019+And+recSchedule:2001-07"" title=""from September 18, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613087/file/document"" title=""Minutes from September 18, 2019 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:09/18/2019 to 09/24/2019"" title=""from September 18, 2019 Council Meeting"">other</a>"
405,2019-09-25,,"September 25, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13253203/file/document"" title=""September 25, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13273349/"" title=""Council Meeting Recording for September 25, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:09/25/2019 to 10/01/2019+And+recSchedule:2001-07"" title=""from September 25, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613099/file/document"" title=""Minutes from September 25, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:09/25/2019 to 10/01/2019"" title=""from September 25, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:09/25/2019 to 10/01/2019"" title=""from September 25, 2019 Council Meeting"">other</a>"
406,2019-10-02,,"October 2, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13292951/file/document"" title=""October 2, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13298649/"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/02/2019 to 10/08/2019+And+recSchedule:2001-07"" title=""from October 02, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613113/file/document"" title=""Minutes from October 2, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/02/2019 to 10/08/2019"" title=""from October 02, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/02/2019 to 10/08/2019"" title=""from October 02, 2019 Council Meeting"">other</a>"
407,2019-10-09,,"October 9, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13300009/"" title=""October 9, 2019"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13299697/"" title=""Council Meeting Recording for October 09, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/09/2019 to 10/15/2019+And+recSchedule:2001-07"" title=""from October 09, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613126/file/document"" title=""Minutes from October 9, 2019 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/09/2019 to 10/15/2019"" title=""from October 09, 2019 Council Meeting"">other</a>"
408,2019-10-16,,"October 16, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13309170/file/document"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13315213/"" title=""Council Meeting Recording for October 16, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/16/2019 to 10/22/2019+And+recSchedule:2001-07"" title=""from October 09, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613127/file/document"" title=""Minutes from October 16, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/16/2019 to 10/22/2019"" title=""from October 09, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/16/2019 to 10/22/2019+And+recSchedule:2001-07"" title=""from October 16, 2019 Council Meeting"">other</a>"
409,2019-10-23,,"October 23, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13316328/file/document"" title=""October 23, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13316690/"" title=""Council Meeting Recording for October 23, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/23/2019 to 10/29/2019+And+recSchedule:2001-07"" title=""from October 23, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613128/file/document"" title=""Minutes from October 23, 2019 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/23/2019 to 10/29/2019"" title=""from October 23, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/23/2019 to 10/29/2019"" title=""from October 23, 2019 Council Meeting"">other</a>"
410,2019-10-30,,"October 30, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13326747/file/document"" title=""October 30, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13330911/"" title=""Council Meeting Recording for October 30, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/30/2019 to 11/05/2019+And+recSchedule:2001-07"" title=""from October 30, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13613146/file/document"" title=""Minutes from October 30, 2019 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/30/2019 to 11/05/2019"" title=""from October 30, 2019 Council Meeting"">other</a>"
411,2019-11-27,,"November 27, 2019 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13375059/file/document"" title=""November 27, 2019 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13375106/"" title=""Council Meeting Recording for November 27, 2019"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/27/2019%20to%2012/3/2019+And+recSchedule:2001-07"" title=""Ordinances from from November 27, 2019 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13638070/file/document"" title=""Minutes from November 27, 2019 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/27/2019%20to%2012/3/2019"" title=""Resolutions from November 27, 2019 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/27/2019%20to%2012/3/2019"" title=""Other from November 27, 2019 Council Meeting"">other</a>"
412,2020-01-02,,"January 2, 2020 Council Agenda",NO COUNCIL MEETINGS,,,,,
413,2020-01-22,,"January 22, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13466965/file/document"" title=""January 22, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13490741/"" title=""Council Meeting Recording for January 22, 2020"">audio</a>",,"<a href=""https://efiles.portlandoregon.gov/Record/13829495/file/document"" title=""Minutes from January 22, 2020 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:1/22/2020%20to%201/28/2020"" title=""Resolutions from January 22, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/22/2020%20to%201/28/2020"" title=""Other from January 22, 2020 Council Meeting"">other</a>"
414,2020-02-19,,"February 19, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13518483/file/document"" title=""February 19, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13532930/"" title=""Recordings from the February 19, 2020 Council Meeting"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/19/2020 to 2/25/2020+And+recSchedule:2001-07"" title=""Ordinances from February 19, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829499/file/document"" title=""Minutes from February 19, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/19/2020 to 2/25/2020"" title=""Other from February 19, 2020 Council Meeting"">other</a>"
415,2020-02-26,,"February 26, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13530085/file/document"" title=""Disposition agenda from February 26, 2020 Council Meeting"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13532972/"" title=""Recordings from the February 26,2020 Council Meeting"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/26/2020%20to%203/3/2020+And+recSchedule:2001-07"" target=""_blank"" title=""Ordinances from February 26, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829500/file/document"" title=""Minutes from February 26, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/26/2020%20to%203/3/2020"" target=""_blank"" title=""Other from February 26, 2020 Council Meeting"">other</a>"
416,2020-03-04,,"March 4, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13545073/file/document"" title=""March 4, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13555610/"" title=""Council Meeting Recording for March 4, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/4/2020 to 3/10/2020+And+recSchedule:2001-07"" title=""Ordinances from March 4, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829501/file/document"" title=""Minutes from March 4, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/4/2020 to 3/10/2020"" title=""Other from March 4, 2020 Council Meeting"">other</a>"
417,2020-03-18,,"March 18, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13566723/file/document"" title=""March 18, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13608902/"" title=""Council Meeting Recording from March 18, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/18/2020 to 3/24/2020+And+recSchedule:2001-07"" title=""Ordinances from March 18, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829503/file/document"" title=""Minutes from March 18, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/18/2020 to 3/24/2020"" title=""Other from March 18, 2020 Council Meeting"">other</a>"
418,2020-03-25,,"March 25, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13571510/file/document"" title=""March 25, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13608906/"" title=""Council Meeting Recording from March 25, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/25/2020 to 4/1/2020+And+recSchedule:2001-07"" title=""Ordinances from March 25, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829504/file/document"" title=""Minutes from March 25, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/25/2020 to 4/1/2020"" title=""Other from March 25, 2020 Council Meeting"">other</a>"
419,2020-04-01,,"April 1, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13581714/file/document"" title=""April 1, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13610147/"" title=""Council Meeting Recording from April 1, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/1/2020 to 4/7/2020+And+recSchedule:2001-07"" title=""Ordinances from April 1, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829505/file/document"" title=""Minutes from April 1, 2020 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:4/1/2020 to 4/7/2020"" title=""Resolutions from April 1, 2020 Council Meeting"">resolutions</a>",
420,2020-04-08,,"April 8, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13589793/file/document"" title=""April 8, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13610149/"" title=""Council Meeting Recording from April 8, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/8/2020 to 4/14/2020+And+recSchedule:2001-07"" title=""Ordinances from April 15, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829506/file/document"" title=""Minutes from April 8, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/8/2020 to 4/14/2020"" title=""Other from April 8, 2020 Council Meeting"">other</a>"
421,2020-04-15,,"April 15, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13595196/file/document"" title=""April 15, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13610158/"" title=""Council Meeting Recording from April 15, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/15/2020 to 4/21/2020+And+recSchedule:2001-07"" title=""Ordinances from April 15, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829507/file/document"" title=""Minutes from April 15, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/15/2020 to 4/21/2020"" title=""Other from April 15, 2020 Council Meeting"">other</a>"
422,2020-04-22,,"April 22, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13605980/file/document"" title=""April 22, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13610192/"" title=""Council Meeting Recording from April 22, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/22/2020 to 4/28/2020+And+recSchedule:2001-07"" title=""Ordinances from April 22, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829508/file/document"" title=""Minutes from April 22, 2020 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:4/22/2020 to 4/28/2020"" title=""Resolutions from April 22, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/22/2020 to 4/28/2020"" title=""Other from April 22, 2020 Council Meeting"">other</a>"
423,2020-04-29,,"April 29, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13614263/file/document"" title=""April 29, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13616971/"" title=""Council Meeting Recording from April 29, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/29/2020 to 5/5/2020+And+recSchedule:2001-07"" title=""Ordinances from April 29, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13829509/file/document"" title=""Minutes from April 29, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/29/2020 to 5/5/2020"" title=""Other from April 29, 2020 Council Meeting"">other</a>"
424,2020-05-06,,"May 6, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13618862/file/document"" title=""May 6, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13649798/"" title=""Council Meeting Recording for May 6, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:5/6/2020 to 5/12/2020+And+recSchedule:2001-07"" title=""Ordinances from May 6, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13921054/file/document"" title=""Minutes from May 6, 2020 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/6/2020 to 5/13/2020"" title=""Other from May 6, 2020 Council Meeting"">other</a>"
425,2020-06-03,,"June 3, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13654319/file/document"" title=""June 3, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13751469/"" title=""Council Meeting Recordings for June 3, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:6/3/2020 to 6/9/2020+And+recSchedule:2001-07"" title=""Ordinances from June 3, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13921058/file/document"" title=""Minutes from June 3, 2020 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:6/3/2020 to 6/9/2020"" title=""Resolutions from June 3, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:6/3/2020 to 6/9/2020"" title=""Other from June 3, 2020 Council Meeting"">other</a>"
426,2020-07-15,,"July 15, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13847084/file/document"" title=""July 15, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13836344/"" title=""July 15, 2020 Council Meeting Recording"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:7/15/2020%20to%207/21/2020+And+recSchedule:2001-07"" title=""Ordinances from July 15, 2020 City Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368631/file/document"" title=""Minutes from July 15, 2020 Council Meetings"">DRAFT minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/15/2020 to 7/21/2020"" title=""Other from July 15, 2020 City Council Meeting"">other</a>"
427,2020-07-22,,"July 22, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13862373/file/document"" title=""July 22, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13897739/"" title=""July 22, 2020 Council Meeting Recording"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:7/22/2020 to 7/28/2020+And+recSchedule:2001-07"" title=""Ordinances from July 22, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368658/file/document"" title=""Minutes from July 22, 2020 Council Meetings"">DRAFT minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:7/22/2020 to 7/28/2020"" title=""Resolutions from July 22, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/22/2020 to 7/28/2020"" title=""Other from July 22, 2020 Council Meeting"">other</a>"
428,2020-07-29,,"July 29, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13902594/file/document"" title=""July 29, 2020 Disposition agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13909105/"" title=""July 29, 2020 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:7/29/2020 to 8/4/2020+And+recSchedule:2001-07"" title=""Ordinances from July 29, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368660/file/document"" title=""Minutes from July 29, 2020 Council Meetings"">DRAFT minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:7/29/2020 to 8/4/2020"" title=""Resolutions from July 29, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/29/2020 to 8/4/2020"" title=""Other from July 29, 2020 Council Meeting"">other</a>"
429,2020-08-05,,"August 5, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13910877/file/document"" title=""August 5, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13916928/"" title=""Council Meeting Recording for August 12, 2020 "">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:8/5/2020 to 8/11/2020+And+recSchedule:2001-07"" title=""Ordinances from August 5, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368662/file/document"" title=""Minutes from August 5, 2020 Council Meetings"">DRAFT minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/5/2020 to 8/11/2020"" title=""Other from August 5, 2020 Council Meeting"">other</a>"
430,2020-08-12,,"August 12, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13910878/file/document"" title=""August 12, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13916933/"" title=""Council Meeting Recording for August 19, 2020 "">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:8/12/2020 to 8/18/2020+And+recSchedule:2001-07"" title=""Ordinances from August 12, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368663/file/document"" title=""Minutes from August 12, 2020 Council Meeting"">DRAFT minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/12/2020 to 8/18/2020"" title=""Other from August 12, 2020 Council Meeting"">other</a>"
431,2020-09-23,,"September 23, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13953541/file/document"" title=""September 23, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13956249/"" title=""Council Meeting Recording for September 23, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:9/23/2020 to 9/29/2020+And+recSchedule:2001-07"" title=""Ordinances from September 23, 2020 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/14368668/file/document"" title=""Minutes from September 23, 2020 Council Meeting"">DRAFT minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:9/23/2020 to 9/29/2020"" title=""Resolutions from September 23, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/23/2020 to 9/29/2020"" title=""Other from September 23, 2020 Council Meeting"">other</a>"
432,2020-10-14,,"October 14, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/13979147/file/document"" title=""October 14, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/13995046/"" title=""Council Meeting Recording from October 14, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/14/2020%20to%2010/20/2020+And+recSchedule:2001-07"" title=""Ordinances from October 14, 2020 Council Meeting"">ordinances</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/14/2020%20to%2010/20/2020"" title=""Resolutions from October 14, 2020 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/14/2020%20to%2010/20/2020"" title=""Other from October 14, 2020 Council Meeting"">other</a>"
433,2020-11-12,,"November 12, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14031963/file/document"" title=""November 12, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/14028654/"" title=""Council Meeting Recording for November 12, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/12/2020 to 11/17/2020+And+recSchedule:2001-07"" title=""Ordinances http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/12/2020 to 11/17/2020+And+recSchedule:2001-07"">ordinances</a>",,,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/12/2020 to 11/17/2020"" title=""Other from November 12, 2020 Council Meeting"">other</a>"
434,2020-11-18,,"November 18, 2020 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14043491/file/document"" title=""November 18, 2020 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/14201434/"" title=""Council Meeting Recording for November 18, 2020"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/18/2020%20to%2011/20/2020+And+recSchedule:2001-07"" title=""Ordinances from November 18, 2020 Council Meeting"">ordinances</a>",,,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/18/2020%20to%2011/20/2020"" title=""Other from November 18, 2020 Council Meeting"">other</a>"
435,2021-01-06,,"January 6, 2021 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14317808/file/document"" title=""January 6, 2021 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/record/14344458"" title=""January 6, 2021 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/6/2021 to 1/12/2021+And+recSchedule:2001-07"" title=""Ordinances from January 6-7, 2021 Council Meeting"">ordinances</a>",,,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/6/2021 to 1/12/2021"" title=""Other from January 6-7, 2021 Council Meeting"">other</a>"
